2,1234567,5772
2,1234576,5772
2,1234657,3302
2,1234675,2846
2,1234765,2846
2,1234756,3036
2,1235467,5772
2,1235476,5772
2,1235647,3497
2,1235674,3077
2,1235764,3077
2,1235746,3252
2,1236547,1027
2,1236574,607
2,1236457,1027
2,1236475,571
2,1236745,151
2,1236754,151
2,1237564,341
2,1237546,516
2,1237654,151
2,1237645,151
2,1237465,326
2,1237456,516
2,1243567,4407
2,1243576,4407
2,1243657,1937
2,1243675,1481
2,1243765,1481
2,1243756,1671
2,1245367,2925
2,1245376,2925
2,1245637,2925
2,1245673,2925
2,1245763,2925
2,1245736,2925
2,1246537,1690
2,1246573,1690
2,1246357,1937
2,1246375,1481
2,1246735,1481
2,1246753,1462
2,1247563,1557
2,1247536,1557
2,1247653,1462
2,1247635,1481
2,1247365,1481
2,1247356,1671
2,1254367,2925
2,1254376,2925
2,1254637,2925
2,1254673,2925
2,1254763,2925
2,1254736,2925
2,1253467,4290
2,1253476,4290
2,1253647,2015
2,1253674,1595
2,1253764,1595
2,1253746,1770
2,1256347,2015
2,1256374,1595
2,1256437,1787.5
2,1256473,1787.5
2,1256743,1577.5
2,1256734,1595
2,1257364,1595
2,1257346,1770
2,1257634,1595
2,1257643,1577.5
2,1257463,1665
2,1257436,1665
2,1264537,552.5
2,1264573,552.5
2,1264357,799.5
2,1264375,343.5
2,1264735,343.5
2,1264753,324.5
2,1265437,552.5
2,1265473,552.5
2,1265347,780
2,1265374,360
2,1265734,360
2,1265743,342.5
2,1263547,1027
2,1263574,607
2,1263457,1027
2,1263475,571
2,1263745,151
2,1263754,151
2,1267534,132
2,1267543,114.5
2,1267354,151
2,1267345,151
2,1267435,133.5
2,1267453,114.5
2,1274563,297
2,1274536,297
2,1274653,202
2,1274635,221
2,1274365,221
2,1274356,411
2,1275463,297
2,1275436,297
2,1275643,209.5
2,1275634,227
2,1275364,227
2,1275346,402
2,1276543,114.5
2,1276534,132
2,1276453,114.5
2,1276435,133.5
2,1276345,151
2,1276354,151
2,1273564,341
2,1273546,516
2,1273654,151
2,1273645,151
2,1273465,326
2,1273456,516
2,1324567,3861
2,1324576,3861
2,1324657,1391
2,1324675,935
2,1324765,935
2,1324756,1125
2,1325467,3861
2,1325476,3861
2,1325647,1586
2,1325674,1166
2,1325764,1166
2,1325746,1341
2,1326547,-884
2,1326574,-1304
2,1326457,-884
2,1326475,-1340
2,1326745,-1760
2,1326754,-1760
2,1327564,-1570
2,1327546,-1395
2,1327654,-1760
2,1327645,-1760
2,1327465,-1585
2,1327456,-1395
2,1342567,3861
2,1342576,3861
2,1342657,1391
2,1342675,935
2,1342765,935
2,1342756,1125
2,1345267,3861
2,1345276,3861
2,1345627,7046
2,1345672,7634
2,1345762,7634
2,1345726,7389
2,1346527,4576
2,1346572,5164
2,1346257,4576
2,1346275,4120
2,1346725,4708
2,1346752,4708
2,1347562,4898
2,1347526,4653
2,1347652,4708
2,1347625,4708
2,1347265,4463
2,1347256,4653
2,1354267,3861
2,1354276,3861
2,1354627,7046
2,1354672,7634
2,1354762,7634
2,1354726,7389
2,1352467,3861
2,1352476,3861
2,1352647,1586
2,1352674,1166
2,1352764,1166
2,1352746,1341
2,1356247,4771
2,1356274,4351
2,1356427,4771
2,1356472,5359
2,1356742,4939
2,1356724,4939
2,1357264,4694
2,1357246,4869
2,1357624,4939
2,1357642,4939
2,1357462,5114
2,1357426,4869
2,1364527,2301
2,1364572,2889
2,1364257,2301
2,1364275,1845
2,1364725,2433
2,1364752,2433
2,1365427,2301
2,1365472,2889
2,1365247,2301
2,1365274,1881
2,1365724,2469
2,1365742,2469
2,1362547,2301
2,1362574,1881
2,1362457,2301
2,1362475,1845
2,1362745,1425
2,1362754,1425
2,1367524,2013
2,1367542,2013
2,1367254,2013
2,1367245,2013
2,1367425,2013
2,1367452,2013
2,1374562,2378
2,1374526,2133
2,1374652,2188
2,1374625,2188
2,1374265,1943
2,1374256,2133
2,1375462,2378
2,1375426,2133
2,1375642,2203
2,1375624,2203
2,1375264,1958
2,1375246,2133
2,1376542,2013
2,1376524,2013
2,1376452,2013
2,1376425,2013
2,1376245,2013
2,1376254,2013
2,1372564,1958
2,1372546,2133
2,1372654,1768
2,1372645,1768
2,1372465,1943
2,1372456,2133
2,1432567,2496
2,1432576,2496
2,1432657,26
2,1432675,-430
2,1432765,-430
2,1432756,-240
2,1435267,2496
2,1435276,2496
2,1435627,5681
2,1435672,6269
2,1435762,6269
2,1435726,6024
2,1436527,3211
2,1436572,3799
2,1436257,3211
2,1436275,2755
2,1436725,3343
2,1436752,3343
2,1437562,3533
2,1437526,3288
2,1437652,3343
2,1437625,3343
2,1437265,3098
2,1437256,3288
2,1423567,4407
2,1423576,4407
2,1423657,1937
2,1423675,1481
2,1423765,1481
2,1423756,1671
2,1425367,2925
2,1425376,2925
2,1425637,2925
2,1425673,2925
2,1425763,2925
2,1425736,2925
2,1426537,1690
2,1426573,1690
2,1426357,1937
2,1426375,1481
2,1426735,1481
2,1426753,1462
2,1427563,1557
2,1427536,1557
2,1427653,1462
2,1427635,1481
2,1427365,1481
2,1427356,1671
2,1452367,2925
2,1452376,2925
2,1452637,2925
2,1452673,2925
2,1452763,2925
2,1452736,2925
2,1453267,1014
2,1453276,1014
2,1453627,4199
2,1453672,4787
2,1453762,4787
2,1453726,4542
2,1456327,4199
2,1456372,4787
2,1456237,4517.5
2,1456273,4517.5
2,1456723,4811.5
2,1456732,4787
2,1457362,4787
2,1457326,4542
2,1457632,4787
2,1457623,4811.5
2,1457263,4689
2,1457236,4689
2,1462537,3282.5
2,1462573,3282.5
2,1462357,3529.5
2,1462375,3073.5
2,1462735,3073.5
2,1462753,3054.5
2,1465237,3282.5
2,1465273,3282.5
2,1465327,2964
2,1465372,3552
2,1465732,3552
2,1465723,3576.5
2,1463527,3211
2,1463572,3799
2,1463257,3211
2,1463275,2755
2,1463725,3343
2,1463752,3343
2,1467532,3324
2,1467523,3348.5
2,1467352,3343
2,1467325,3343
2,1467235,3367.5
2,1467253,3348.5
2,1472563,3321
2,1472536,3321
2,1472653,3226
2,1472635,3245
2,1472365,3245
2,1472356,3435
2,1475263,3321
2,1475236,3321
2,1475623,3443.5
